# 1: Detection or Track-id,2: Video or Image Identifier,3: Unique Frame Identifier,4-7: Img-bbox(TL_x,TL_y,BR_x,BR_y),8: Detection or Length Confidence,9: Target Length (0 or -1 if invalid),10-11+: Repeated Species,Confidence Pairs or Attributes
# metadata,"exported_by: ""dive:python""","exported_time: ""Fri Jan  6 15:15:38 2023"""
264631,20160624_SSLS0358_C.JPG,111,2716,3276,2794,3353,1.0,-1,Fem,1.0
264632,20160624_SSLS0358_C.JPG,111,2894,3236,2925,3296,1.0,-1,Pup,1.0
264633,20160624_SSLS0358_C.JPG,111,3040,3305,3087,3426,1.0,-1,Fem,1.0
264634,20160624_SSLS0358_C.JPG,111,3099,3329,3159,3443,1.0,-1,Fem,1.0
264635,20160624_SSLS0358_C.JPG,111,3203,3327,3230,3385,1.0,-1,Pup,1.0
264636,20160624_SSLS0358_C.JPG,111,1400,3047,1476,3116,1.0,-1,Fem,1.0
264637,20160624_SSLS0358_C.JPG,111,1276,3163,1327,3289,1.0,-1,Fem,1.0
264638,20160624_SSLS0358_C.JPG,111,1638,3199,1731,3244,1.0,-1,Fem,1.0
264639,20160624_SSLS0358_C.JPG,111,1898,3106,1931,3145,1.0,-1,Pup,1.0
264640,20160624_SSLS0358_C.JPG,111,2201,2927,2303,3002,1.0,-1,Fem,1.0
264641,20160624_SSLS0358_C.JPG,111,2285,3120,2352,3192,1.0,-1,Fem,1.0
264642,20160624_SSLS0358_C.JPG,111,1296,3105,1353,3185,1.0,-1,Fem,1.0
264643,20160624_SSLS0358_C.JPG,111,1240,3034,1297,3120,1.0,-1,Fem,1.0
264644,20160624_SSLS0358_C.JPG,111,1445,2249,1527,2380,1.0,-1,Bull,1.0
264645,20160624_SSLS0358_C.JPG,111,1354,2204,1449,2269,1.0,-1,Fem,1.0
264646,20160624_SSLS0358_C.JPG,111,1569,2244,1619,2268,1.0,-1,Pup,1.0
264647,20160624_SSLS0358_C.JPG,111,1577,2139,1661,2240,1.0,-1,Fem,1.0
264648,20160624_SSLS0358_C.JPG,111,1562,2260,1698,2351,1.0,-1,Fem,1.0
264649,20160624_SSLS0358_C.JPG,111,1753,2585,1810,2693,1.0,-1,Fem,1.0
264650,20160624_SSLS0358_C.JPG,111,2032,2718,2138,2793,1.0,-1,Fem,1.0
264651,20160624_SSLS0358_C.JPG,111,2180,2660,2259,2773,1.0,-1,Fem,1.0
264652,20160624_SSLS0358_C.JPG,111,2209,2664,2320,2737,1.0,-1,Fem,1.0
264653,20160624_SSLS0358_C.JPG,111,2130,2433,2229,2521,1.0,-1,Fem,1.0
264654,20160624_SSLS0358_C.JPG,111,2172,2363,2256,2434,1.0,-1,Fem,1.0
264655,20160624_SSLS0358_C.JPG,111,2069,2225,2144,2356,1.0,-1,Fem,1.0
264656,20160624_SSLS0358_C.JPG,111,2215,2183,2327,2231,1.0,-1,Fem,1.0
264657,20160624_SSLS0358_C.JPG,111,2289,2326,2393,2384,1.0,-1,Fem,1.0
264658,20160624_SSLS0358_C.JPG,111,2271,2376,2344,2490,1.0,-1,Fem,1.0
264659,20160624_SSLS0358_C.JPG,111,1275,2284,1319,2326,1.0,-1,Pup,1.0
264660,20160624_SSLS0358_C.JPG,111,1301,2084,1370,2192,1.0,-1,Fem,1.0
264661,20160624_SSLS0358_C.JPG,111,1383,2106,1427,2134,1.0,-1,Pup,1.0
264662,20160624_SSLS0358_C.JPG,111,1516,2035,1602,2143,1.0,-1,Fem,1.0
264663,20160624_SSLS0358_C.JPG,111,1722,1898,1816,1983,1.0,-1,Fem,1.0
264664,20160624_SSLS0358_C.JPG,111,2032,2116,2120,2172,1.0,-1,Fem,1.0
264665,20160624_SSLS0358_C.JPG,111,2188,2080,2297,2145,1.0,-1,Fem,1.0
264666,20160624_SSLS0358_C.JPG,111,1274,2041,1348,2104,1.0,-1,Fem,1.0
264667,20160624_SSLS0358_C.JPG,111,2214,1784,2253,1822,1.0,-1,Pup,1.0
264668,20160624_SSLS0358_C.JPG,111,1310,1928,1403,2003,1.0,-1,Fem,1.0
264669,20160624_SSLS0358_C.JPG,111,2320,1352,2398,1415,1.0,-1,Fem,1.0
264670,20160624_SSLS0358_C.JPG,111,2217,1359,2285,1412,1.0,-1,Fem,1.0
264671,20160624_SSLS0358_C.JPG,111,2206,1414,2267,1500,1.0,-1,Fem,1.0
264672,20160624_SSLS0358_C.JPG,111,2046,1474,2087,1504,1.0,-1,Pup,1.0
264673,20160624_SSLS0358_C.JPG,111,2162,1604,2191,1656,1.0,-1,Pup,1.0
264674,20160624_SSLS0358_C.JPG,111,2202,1522,2297,1614,1.0,-1,Fem,1.0
264675,20160624_SSLS0358_C.JPG,111,1881,358,1970,405,1.0,-1,Fem,1.0
264676,20160624_SSLS0358_C.JPG,111,1861,461,1939,593,1.0,-1,Fem,1.0
264677,20160624_SSLS0358_C.JPG,111,1920,490,1976,565,1.0,-1,Fem,1.0
264678,20160624_SSLS0358_C.JPG,111,1994,428,2039,463,1.0,-1,Pup,1.0
264679,20160624_SSLS0358_C.JPG,111,1979,225,2069,320,1.0,-1,Fem,1.0
264680,20160624_SSLS0358_C.JPG,111,2141,193,2190,245,1.0,-1,Juv,1.0
264681,20160624_SSLS0358_C.JPG,111,2125,384,2186,477,1.0,-1,Fem,1.0
264682,20160624_SSLS0358_C.JPG,111,2092,290,2131,382,1.0,-1,Fem,1.0
264683,20160624_SSLS0358_C.JPG,111,2068,275,2113,377,1.0,-1,Fem,1.0
264684,20160624_SSLS0358_C.JPG,111,1951,64,2006,158,1.0,-1,Fem,1.0
264685,20160624_SSLS0358_C.JPG,111,534,3144,602,3256,1.0,-1,Fem,1.0
264686,20160624_SSLS0358_C.JPG,111,981,3205,1066,3268,1.0,-1,Fem,1.0
264687,20160624_SSLS0358_C.JPG,111,1086,3172,1138,3297,1.0,-1,Fem,1.0
264688,20160624_SSLS0358_C.JPG,111,1152,3241,1207,3323,1.0,-1,Fem,1.0
264689,20160624_SSLS0358_C.JPG,111,1168,3152,1247,3240,1.0,-1,Fem,1.0
264690,20160624_SSLS0358_C.JPG,111,1116,2864,1176,2962,1.0,-1,Fem,1.0
264691,20160624_SSLS0358_C.JPG,111,3756,3386,3860,3475,1.0,-1,Fem,1.0
264692,20160624_SSLS0358_C.JPG,111,4273,2179,4336,2230,1.0,-1,Juv,1.0
264693,20160624_SSLS0358_C.JPG,111,4423,2245,4490,2291,1.0,-1,Juv,1.0
264694,20160624_SSLS0358_C.JPG,111,4054,1312,4112,1393,1.0,-1,Juv,1.0
264695,20160624_SSLS0358_C.JPG,111,2414,356,2446,411,1.0,-1,Juv,1.0
264696,20160624_SSLS0358_C.JPG,111,2707,467,2757,563,1.0,-1,Juv,1.0
264697,20160624_SSLS0358_C.JPG,111,2976,204,3049,272,1.0,-1,Juv,1.0
264698,20160624_SSLS0358_C.JPG,111,2825,691,2895,724,1.0,-1,Juv,1.0
264699,20160624_SSLS0358_C.JPG,111,2491,2086,2533,2158,1.0,-1,Juv,1.0
264700,20160624_SSLS0358_C.JPG,111,2589,2777,2668,2843,1.0,-1,Juv,1.0
264701,20160624_SSLS0358_C.JPG,111,3077,3330,3110,3400,1.0,-1,Juv,1.0
264702,20160624_SSLS0358_C.JPG,111,2012,317,2051,384,1.0,-1,Juv,1.0
264703,20160624_SSLS0358_C.JPG,111,2113,209,2191,290,1.0,-1,Fem,1.0
264704,20160624_SSLS0358_C.JPG,111,1004,3157,1049,3234,1.0,-1,Juv,1.0
264705,20160624_SSLS0358_C.JPG,111,3157,104,3185,145,1.0,-1,Pup,1.0
264706,20160624_SSLS0358_C.JPG,111,2869,149,2899,183,1.0,-1,Pup,1.0
264707,20160624_SSLS0358_C.JPG,111,2821,499,2871,604,1.0,-1,Fem,1.0
264708,20160624_SSLS0358_C.JPG,111,3005,571,3052,611,1.0,-1,Pup,1.0
264709,20160624_SSLS0358_C.JPG,111,3048,562,3087,609,1.0,-1,Pup,1.0
264710,20160624_SSLS0358_C.JPG,111,2807,753,2841,785,1.0,-1,Pup,1.0
264711,20160624_SSLS0358_C.JPG,111,2901,775,2936,821,1.0,-1,Pup,1.0
264712,20160624_SSLS0358_C.JPG,111,2921,750,2957,794,1.0,-1,Pup,1.0
264713,20160624_SSLS0358_C.JPG,111,2603,909,2634,959,1.0,-1,Pup,1.0
264714,20160624_SSLS0358_C.JPG,111,2422,1507,2456,1547,1.0,-1,Pup,1.0
264715,20160624_SSLS0358_C.JPG,111,2406,1581,2505,1635,1.0,-1,Fem,1.0
264716,20160624_SSLS0358_C.JPG,111,2506,1653,2538,1688,1.0,-1,Pup,1.0
264717,20160624_SSLS0358_C.JPG,111,2545,1664,2573,1718,1.0,-1,Pup,1.0
264718,20160624_SSLS0358_C.JPG,111,2461,1752,2544,1813,1.0,-1,Fem,1.0
264719,20160624_SSLS0358_C.JPG,111,2553,1716,2585,1762,1.0,-1,Pup,1.0
264720,20160624_SSLS0358_C.JPG,111,2672,1769,2700,1805,1.0,-1,Pup,1.0
264721,20160624_SSLS0358_C.JPG,111,2773,1821,2885,1897,1.0,-1,Fem,1.0
264722,20160624_SSLS0358_C.JPG,111,2934,1787,2975,1835,1.0,-1,Pup,1.0
264723,20160624_SSLS0358_C.JPG,111,2377,2032,2418,2087,1.0,-1,Pup,1.0
264724,20160624_SSLS0358_C.JPG,111,2853,2540,2952,2630,1.0,-1,Fem,1.0
264725,20160624_SSLS0358_C.JPG,111,2834,2663,2885,2688,1.0,-1,Pup,1.0
264726,20160624_SSLS0358_C.JPG,111,2923,2432,2996,2548,1.0,-1,Fem,1.0
264727,20160624_SSLS0358_C.JPG,111,3029,2488,3079,2520,1.0,-1,Pup,1.0
264728,20160624_SSLS0358_C.JPG,111,3064,2532,3134,2617,1.0,-1,Fem,1.0
264729,20160624_SSLS0358_C.JPG,111,3053,2646,3171,2719,1.0,-1,Fem,1.0
264730,20160624_SSLS0358_C.JPG,111,3183,2767,3235,2803,1.0,-1,Pup,1.0
264731,20160624_SSLS0358_C.JPG,111,3012,2744,3050,2779,1.0,-1,Pup,1.0
264732,20160624_SSLS0358_C.JPG,111,2888,2675,3000,2796,1.0,-1,Fem,1.0
264733,20160624_SSLS0358_C.JPG,111,3045,2831,3165,2892,1.0,-1,Fem,1.0
264734,20160624_SSLS0358_C.JPG,111,3071,2979,3113,3026,1.0,-1,Pup,1.0
264735,20160624_SSLS0358_C.JPG,111,3252,2904,3281,2956,1.0,-1,Pup,1.0
264736,20160624_SSLS0358_C.JPG,111,2802,2834,2837,2864,1.0,-1,Pup,1.0
264737,20160624_SSLS0358_C.JPG,111,2392,2982,2441,3080,1.0,-1,Fem,1.0
264738,20160624_SSLS0358_C.JPG,111,2451,3082,2491,3118,1.0,-1,Pup,1.0
264739,20160624_SSLS0358_C.JPG,111,2513,2969,2593,3059,1.0,-1,Fem,1.0
264740,20160624_SSLS0358_C.JPG,111,2618,3006,2647,3058,1.0,-1,Pup,1.0
264741,20160624_SSLS0358_C.JPG,111,2652,2945,2730,3039,1.0,-1,Fem,1.0
264742,20160624_SSLS0358_C.JPG,111,2814,3025,2890,3090,1.0,-1,Fem,1.0
264743,20160624_SSLS0358_C.JPG,111,3196,2958,3236,3000,1.0,-1,Pup,1.0
264744,20160624_SSLS0358_C.JPG,111,2555,3486,2607,3508,1.0,-1,Pup,1.0
264745,20160624_SSLS0358_C.JPG,111,2706,3504,2749,3552,1.0,-1,Pup,1.0
264746,20160624_SSLS0358_C.JPG,111,2754,3457,2793,3508,1.0,-1,Pup,1.0
264747,20160624_SSLS0358_C.JPG,111,2793,3395,2829,3441,1.0,-1,Pup,1.0
264748,20160624_SSLS0358_C.JPG,111,2733,3319,2761,3359,1.0,-1,Pup,1.0
264749,20160624_SSLS0358_C.JPG,111,2864,3203,2921,3323,1.0,-1,Fem,1.0
264750,20160624_SSLS0358_C.JPG,111,3045,3347,3088,3392,1.0,-1,Pup,1.0
264751,20160624_SSLS0358_C.JPG,111,2790,3517,2834,3550,1.0,-1,Pup,1.0
264752,20160624_SSLS0358_C.JPG,111,3129,3484,3171,3544,1.0,-1,Pup,1.0
264753,20160624_SSLS0358_C.JPG,111,3212,3300,3266,3409,1.0,-1,Fem,1.0
264754,20160624_SSLS0358_C.JPG,111,1651,3191,1682,3220,1.0,-1,Pup,1.0
264755,20160624_SSLS0358_C.JPG,111,1340,3123,1377,3169,1.0,-1,Pup,1.0
264756,20160624_SSLS0358_C.JPG,111,1267,3188,1287,3249,1.0,-1,Pup,1.0
264757,20160624_SSLS0358_C.JPG,111,1907,3088,1987,3158,1.0,-1,Fem,1.0
264758,20160624_SSLS0358_C.JPG,111,2009,3145,2057,3182,1.0,-1,Pup,1.0
264759,20160624_SSLS0358_C.JPG,111,1999,3235,2037,3278,1.0,-1,Pup,1.0
264760,20160624_SSLS0358_C.JPG,111,2272,3283,2317,3310,1.0,-1,Pup,1.0
264761,20160624_SSLS0358_C.JPG,111,2207,2916,2237,2964,1.0,-1,Pup,1.0
264762,20160624_SSLS0358_C.JPG,111,1440,3044,1481,3078,1.0,-1,Pup,1.0
264763,20160624_SSLS0358_C.JPG,111,1734,2714,1776,2749,1.0,-1,Pup,1.0
264764,20160624_SSLS0358_C.JPG,111,2069,2753,2111,2784,1.0,-1,Pup,1.0
264765,20160624_SSLS0358_C.JPG,111,2144,2769,2183,2809,1.0,-1,Pup,1.0
264766,20160624_SSLS0358_C.JPG,111,2251,2699,2297,2738,1.0,-1,Pup,1.0
264767,20160624_SSLS0358_C.JPG,111,2309,2407,2355,2437,1.0,-1,Pup,1.0
264768,20160624_SSLS0358_C.JPG,111,1553,2323,1581,2374,1.0,-1,Pup,1.0
264769,20160624_SSLS0358_C.JPG,111,1665,2316,1699,2368,1.0,-1,Pup,1.0
264770,20160624_SSLS0358_C.JPG,111,1606,2181,1647,2225,1.0,-1,Pup,1.0
264771,20160624_SSLS0358_C.JPG,111,1507,2198,1633,2263,1.0,-1,Fem,1.0
264772,20160624_SSLS0358_C.JPG,111,2244,2282,2276,2334,1.0,-1,Pup,1.0
264773,20160624_SSLS0358_C.JPG,111,2047,2206,2079,2235,1.0,-1,Pup,1.0
264774,20160624_SSLS0358_C.JPG,111,2179,2394,2212,2427,1.0,-1,Pup,1.0
264775,20160624_SSLS0358_C.JPG,111,2355,2343,2400,2389,1.0,-1,Pup,1.0
264776,20160624_SSLS0358_C.JPG,111,2335,2294,2377,2331,1.0,-1,Pup,1.0
264777,20160624_SSLS0358_C.JPG,111,2341,2220,2380,2268,1.0,-1,Pup,1.0
264778,20160624_SSLS0358_C.JPG,111,1779,2604,1814,2659,1.0,-1,Pup,1.0
264779,20160624_SSLS0358_C.JPG,111,1257,2270,1331,2359,1.0,-1,Fem,1.0
264780,20160624_SSLS0358_C.JPG,111,1370,2026,1424,2157,1.0,-1,Fem,1.0
264781,20160624_SSLS0358_C.JPG,111,1734,1945,1764,1990,1.0,-1,Pup,1.0
264782,20160624_SSLS0358_C.JPG,111,1950,1972,1979,2000,1.0,-1,Pup,1.0
264783,20160624_SSLS0358_C.JPG,111,2039,2062,2064,2115,1.0,-1,Pup,1.0
264784,20160624_SSLS0358_C.JPG,111,2025,2057,2050,2111,1.0,-1,Pup,1.0
264785,20160624_SSLS0358_C.JPG,111,2086,2081,2122,2107,1.0,-1,Pup,1.0
264786,20160624_SSLS0358_C.JPG,111,2134,1980,2184,2009,1.0,-1,Pup,1.0
264787,20160624_SSLS0358_C.JPG,111,2293,2081,2331,2112,1.0,-1,Pup,1.0
264788,20160624_SSLS0358_C.JPG,111,2387,2081,2450,2121,1.0,-1,Pup,1.0
264790,20160624_SSLS0358_C.JPG,111,2266,2117,2309,2151,1.0,-1,Pup,1.0
264791,20160624_SSLS0358_C.JPG,111,2180,1756,2266,1806,1.0,-1,Fem,1.0
264792,20160624_SSLS0358_C.JPG,111,2229,1824,2264,1873,1.0,-1,Pup,1.0
264793,20160624_SSLS0358_C.JPG,111,1475,1950,1514,1989,1.0,-1,Pup,1.0
264794,20160624_SSLS0358_C.JPG,111,1506,2066,1533,2110,1.0,-1,Pup,1.0
264795,20160624_SSLS0358_C.JPG,111,2318,1631,2360,1663,1.0,-1,Pup,1.0
264796,20160624_SSLS0358_C.JPG,111,1970,1482,1996,1517,1.0,-1,Pup,1.0
264797,20160624_SSLS0358_C.JPG,111,2016,1452,2100,1538,1.0,-1,Fem,1.0
264798,20160624_SSLS0358_C.JPG,111,2162,1387,2198,1436,1.0,-1,Pup,1.0
264799,20160624_SSLS0358_C.JPG,111,2224,1417,2268,1454,1.0,-1,Pup,1.0
264800,20160624_SSLS0358_C.JPG,111,2266,1390,2302,1415,1.0,-1,Pup,1.0
264801,20160624_SSLS0358_C.JPG,111,2275,1477,2302,1513,1.0,-1,Pup,1.0
264802,20160624_SSLS0358_C.JPG,111,2294,1509,2329,1547,1.0,-1,Pup,1.0
264803,20160624_SSLS0358_C.JPG,111,2227,1518,2281,1557,1.0,-1,Pup,1.0
264804,20160624_SSLS0358_C.JPG,111,2162,1550,2219,1658,1.0,-1,Fem,1.0
264805,20160624_SSLS0358_C.JPG,111,1675,1163,1710,1197,1.0,-1,Pup,1.0
264806,20160624_SSLS0358_C.JPG,111,2146,1436,2167,1487,1.0,-1,Pup,1.0
264807,20160624_SSLS0358_C.JPG,111,2208,1259,2241,1290,1.0,-1,Pup,1.0
264808,20160624_SSLS0358_C.JPG,111,1886,390,1926,421,1.0,-1,Pup,1.0
264809,20160624_SSLS0358_C.JPG,111,1965,401,2034,492,1.0,-1,Fem,1.0
264810,20160624_SSLS0358_C.JPG,111,1895,573,1918,622,1.0,-1,Pup,1.0
264811,20160624_SSLS0358_C.JPG,111,2164,283,2187,324,1.0,-1,Pup,1.0
264812,20160624_SSLS0358_C.JPG,111,1161,2900,1185,2954,1.0,-1,Pup,1.0
264813,20160624_SSLS0359_C.JPG,112,2572,690,2667,832,1.0,-1,Bull,1.0
264814,20160624_SSLS0359_C.JPG,112,3352,1107,3440,1225,1.0,-1,Bull,1.0
264815,20160624_SSLS0359_C.JPG,112,2417,734,2536,792,1.0,-1,Fem,1.0
264816,20160624_SSLS0359_C.JPG,112,2655,740,2731,799,1.0,-1,Juv,1.0
264817,20160624_SSLS0359_C.JPG,112,2551,902,2661,992,1.0,-1,Fem,1.0
264818,20160624_SSLS0359_C.JPG,112,2767,891,2813,916,1.0,-1,Pup,1.0
264819,20160624_SSLS0359_C.JPG,112,2836,915,2881,987,1.0,-1,Juv,1.0
264820,20160624_SSLS0359_C.JPG,112,2666,988,2744,1125,1.0,-1,Fem,1.0
264821,20160624_SSLS0359_C.JPG,112,2807,894,2876,993,1.0,-1,Fem,1.0
264822,20160624_SSLS0359_C.JPG,112,2882,1435,2956,1494,1.0,-1,Juv,1.0
264823,20160624_SSLS0359_C.JPG,112,3058,1537,3118,1589,1.0,-1,Juv,1.0
264824,20160624_SSLS0359_C.JPG,112,3087,1531,3128,1586,1.0,-1,Juv,1.0
264825,20160624_SSLS0359_C.JPG,112,3155,1462,3200,1514,1.0,-1,Juv,1.0
264826,20160624_SSLS0359_C.JPG,112,2443,782,2491,804,1.0,-1,Pup,1.0
264827,20160624_SSLS0359_C.JPG,112,2717,852,2805,903,1.0,-1,Fem,1.0
264828,20160624_SSLS0359_C.JPG,112,2559,988,2595,1032,1.0,-1,Pup,1.0
264829,20160624_SSLS0359_C.JPG,112,2659,1067,2693,1111,1.0,-1,Pup,1.0
264830,20160624_SSLS0359_C.JPG,112,2738,1115,2779,1158,1.0,-1,Pup,1.0
264831,20160624_SSLS0359_C.JPG,112,2876,1117,2910,1167,1.0,-1,Pup,1.0
264832,20160624_SSLS0778_C.JPG,113,1899,2753,1943,2787,1.0,-1,Juv,1.0
264833,20160624_SSLS0778_C.JPG,113,2488,2626,2599,2703,1.0,-1,Bull,1.0
264834,20160624_SSLS0778_C.JPG,113,2893,2339,2953,2414,1.0,-1,Bull,1.0
264835,20160624_SSLS0778_C.JPG,113,2973,1777,3037,1848,1.0,-1,Fem,1.0
264836,20160624_SSLS0778_C.JPG,113,3432,1303,3501,1419,1.0,-1,Bull,1.0
264837,20160624_SSLS0778_C.JPG,113,4160,1217,4276,1283,1.0,-1,Bull,1.0
264838,20160624_SSLS0778_C.JPG,113,4353,1245,4452,1331,1.0,-1,Bull,1.0
264839,20160624_SSLS0778_C.JPG,113,3773,1660,3874,1735,1.0,-1,Bull,1.0
264840,20160624_SSLS0778_C.JPG,113,2890,2500,2979,2556,1.0,-1,SAM,1.0
264841,20160624_SSLS0778_C.JPG,113,2615,1727,2692,1805,1.0,-1,Fem,1.0
264842,20160624_SSLS0778_C.JPG,113,2599,2150,2666,2251,1.0,-1,Fem,1.0
264843,20160624_SSLS0778_C.JPG,113,2700,1609,2792,1660,1.0,-1,Fem,1.0
264844,20160624_SSLS0778_C.JPG,113,2503,2077,2563,2130,1.0,-1,Juv,1.0
264845,20160624_SSLS0778_C.JPG,113,2647,2057,2691,2087,1.0,-1,Pup,1.0
264846,20160624_SSLS0778_C.JPG,113,2704,2169,2771,2249,1.0,-1,Fem,1.0
264847,20160624_SSLS0778_C.JPG,113,2733,2217,2803,2329,1.0,-1,Fem,1.0
264848,20160624_SSLS0778_C.JPG,113,2718,2336,2777,2455,1.0,-1,Fem,1.0
264849,20160624_SSLS0778_C.JPG,113,2566,2320,2628,2407,1.0,-1,Fem,1.0
264850,20160624_SSLS0778_C.JPG,113,2359,2329,2418,2422,1.0,-1,Fem,1.0
264851,20160624_SSLS0778_C.JPG,113,2369,2519,2408,2614,1.0,-1,Fem,1.0
264852,20160624_SSLS0778_C.JPG,113,2541,2326,2599,2396,1.0,-1,Fem,1.0
264853,20160624_SSLS0778_C.JPG,113,2583,2693,2666,2764,1.0,-1,Fem,1.0
264854,20160624_SSLS0778_C.JPG,113,2548,2789,2613,2832,1.0,-1,Fem,1.0
264855,20160624_SSLS0778_C.JPG,113,2570,2796,2624,2876,1.0,-1,Fem,1.0
264856,20160624_SSLS0778_C.JPG,113,2760,2635,2824,2696,1.0,-1,Fem,1.0
264857,20160624_SSLS0778_C.JPG,113,2754,2817,2817,2889,1.0,-1,Fem,1.0
264858,20160624_SSLS0778_C.JPG,113,2773,2549,2852,2636,1.0,-1,Fem,1.0
264859,20160624_SSLS0778_C.JPG,113,3010,2607,3118,2683,1.0,-1,Fem,1.0
264860,20160624_SSLS0778_C.JPG,113,3080,2528,3169,2610,1.0,-1,Fem,1.0
264861,20160624_SSLS0778_C.JPG,113,3146,2535,3236,2617,1.0,-1,Fem,1.0
264862,20160624_SSLS0778_C.JPG,113,3109,2389,3169,2482,1.0,-1,Fem,1.0
264863,20160624_SSLS0778_C.JPG,113,2950,2358,3032,2430,1.0,-1,Fem,1.0
264864,20160624_SSLS0778_C.JPG,113,2856,2416,2937,2476,1.0,-1,Fem,1.0
264865,20160624_SSLS0778_C.JPG,113,2864,2440,2945,2492,1.0,-1,Fem,1.0
264866,20160624_SSLS0778_C.JPG,113,2936,2336,2991,2384,1.0,-1,Fem,1.0
264867,20160624_SSLS0778_C.JPG,113,2975,2481,3028,2576,1.0,-1,Fem,1.0
264868,20160624_SSLS0778_C.JPG,113,3010,2068,3120,2153,1.0,-1,Fem,1.0
264869,20160624_SSLS0778_C.JPG,113,3106,2126,3182,2204,1.0,-1,Fem,1.0
264870,20160624_SSLS0778_C.JPG,113,2925,2289,3012,2347,1.0,-1,Fem,1.0
264871,20160624_SSLS0778_C.JPG,113,2879,2239,2947,2322,1.0,-1,Fem,1.0
264872,20160624_SSLS0778_C.JPG,113,2819,2162,2871,2205,1.0,-1,Juv,1.0
264873,20160624_SSLS0778_C.JPG,113,2895,2134,2964,2203,1.0,-1,Fem,1.0
264874,20160624_SSLS0778_C.JPG,113,2953,2123,2995,2209,1.0,-1,Fem,1.0
264875,20160624_SSLS0778_C.JPG,113,3141,2086,3216,2120,1.0,-1,Juv,1.0
264876,20160624_SSLS0778_C.JPG,113,2979,1990,3043,2056,1.0,-1,Fem,1.0
264877,20160624_SSLS0778_C.JPG,113,3338,2057,3406,2092,1.0,-1,Juv,1.0
264878,20160624_SSLS0778_C.JPG,113,3356,2108,3459,2192,1.0,-1,Fem,1.0
264879,20160624_SSLS0778_C.JPG,113,3326,2119,3372,2229,1.0,-1,Fem,1.0
264880,20160624_SSLS0778_C.JPG,113,3481,2158,3540,2266,1.0,-1,Fem,1.0
264881,20160624_SSLS0778_C.JPG,113,3442,2292,3529,2354,1.0,-1,Fem,1.0
264882,20160624_SSLS0778_C.JPG,113,3247,2165,3329,2209,1.0,-1,Fem,1.0
264883,20160624_SSLS0778_C.JPG,113,3224,2138,3318,2194,1.0,-1,Fem,1.0
264884,20160624_SSLS0778_C.JPG,113,3173,2279,3240,2341,1.0,-1,Fem,1.0
264885,20160624_SSLS0778_C.JPG,113,3164,2317,3252,2357,1.0,-1,Fem,1.0
264886,20160624_SSLS0778_C.JPG,113,3239,2237,3284,2340,1.0,-1,Fem,1.0
264887,20160624_SSLS0778_C.JPG,113,3412,1904,3450,1989,1.0,-1,Juv,1.0
264888,20160624_SSLS0778_C.JPG,113,3110,2200,3187,2277,1.0,-1,Fem,1.0
264889,20160624_SSLS0778_C.JPG,113,2887,1515,2991,1587,1.0,-1,Fem,1.0
264890,20160624_SSLS0778_C.JPG,113,2808,1569,2898,1614,1.0,-1,Fem,1.0
264891,20160624_SSLS0778_C.JPG,113,2892,1631,2962,1711,1.0,-1,Fem,1.0
264892,20160624_SSLS0778_C.JPG,113,2960,1659,3038,1738,1.0,-1,Fem,1.0
264893,20160624_SSLS0778_C.JPG,113,2951,1636,3022,1702,1.0,-1,Fem,1.0
264894,20160624_SSLS0778_C.JPG,113,2979,1724,3049,1787,1.0,-1,Fem,1.0
264895,20160624_SSLS0778_C.JPG,113,2983,1593,3072,1650,1.0,-1,Fem,1.0
264896,20160624_SSLS0778_C.JPG,113,3027,1581,3115,1614,1.0,-1,Juv,1.0
264897,20160624_SSLS0778_C.JPG,113,3150,1484,3251,1541,1.0,-1,Fem,1.0
264898,20160624_SSLS0778_C.JPG,113,3148,1497,3259,1539,1.0,-1,Fem,1.0
264899,20160624_SSLS0778_C.JPG,113,3208,1522,3262,1603,1.0,-1,Fem,1.0
264900,20160624_SSLS0778_C.JPG,113,3245,1584,3338,1634,1.0,-1,Fem,1.0
264901,20160624_SSLS0778_C.JPG,113,3044,1667,3122,1749,1.0,-1,Fem,1.0
264902,20160624_SSLS0778_C.JPG,113,2903,1757,2984,1823,1.0,-1,Bull,1.0
264903,20160624_SSLS0778_C.JPG,113,3173,1655,3236,1715,1.0,-1,Fem,1.0
264904,20160624_SSLS0778_C.JPG,113,3159,1729,3252,1780,1.0,-1,Fem,1.0
264905,20160624_SSLS0778_C.JPG,113,3210,1737,3290,1791,1.0,-1,Fem,1.0
264906,20160624_SSLS0778_C.JPG,113,3322,1717,3382,1803,1.0,-1,Fem,1.0
264907,20160624_SSLS0778_C.JPG,113,3611,1789,3712,1844,1.0,-1,Fem,1.0
264908,20160624_SSLS0778_C.JPG,113,3498,1767,3571,1836,1.0,-1,Fem,1.0
264909,20160624_SSLS0778_C.JPG,113,3281,1819,3328,1895,1.0,-1,Fem,1.0
264910,20160624_SSLS0778_C.JPG,113,3168,1843,3255,1892,1.0,-1,Fem,1.0
264911,20160624_SSLS0778_C.JPG,113,3019,1864,3100,1941,1.0,-1,Fem,1.0
264912,20160624_SSLS0778_C.JPG,113,3158,1364,3212,1450,1.0,-1,Fem,1.0
264913,20160624_SSLS0778_C.JPG,113,3235,1345,3277,1439,1.0,-1,Fem,1.0
264914,20160624_SSLS0778_C.JPG,113,3209,1355,3245,1437,1.0,-1,Fem,1.0
